Title,Artist,Creation_Date,Accession_Number,Art_Type,Culture,Image
Jar,Unidentified Artist,16th century,19.136.3,Porcelain with crackled glaze (Zhangzhou ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/19_136_3_S1_sf.jpg
Element from a Tantric Ritual Apron,Unidentified Artist,18th century,1991.423.10,Bone,Tibet,https://images.metmuseum.org/CRDImages/as/mobile-large/1991_423_10_F.jpg
Weight,Unidentified Artist,Unknown Date,13.40.140,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/15310.jpg
Warrior with Shield,Unidentified Artist,mid-to-late 6th century,25.228,Earthenware with pigment,China,https://images.metmuseum.org/CRDImages/as/mobile-large/62773.jpg
Cushion Cover for Chair Back,Unidentified Artist,Unknown Date,49.6.6,"Silk, metallic thread;  on silk;  lined with silk ",China,https://images.metmuseum.org/CRDImages/as/mobile-large/142858.jpg
Girdle ornament,Unidentified Artist,Unknown Date,16.144.32,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/34753.jpg
Bottle,Unidentified Artist,19th century,29.100.271,Stoneware with milky blue glaze (Shiwan ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-29_100_271_whs-001.jpg
Lȕ Dongbin and the Spirit of the Peony,Unidentified artist,Unknown Date,13.220.112,Hanging scroll; ink and color on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/13_220_112.jpg
Cup with a scene of lotus pond,Unidentified Artist,late 17th–early 18th century,21.175.34,Porcelain painted in overglaze polychrome enamels (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-21_175_34_whs-002.jpg
Dish,Unidentified Artist,18th century,91.1.388,StonStoneware with flambé glaze (Shiwan ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/13545.jpg
Wide-Mouthed Jar,Unidentified Artist,(3200–2000 BCE) – (1368–1644 CE),1994.605.89,Grey pottery,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1994_605_89.JPG
Ink Cake with Children at Play,Fang Yulu,late 19th–early 20th century,30.76.280,Ink,China,https://images.metmuseum.org/CRDImages/as/mobile-large/30_76_280_F.jpg
Pendant,Unidentified Artist,19th century,24.80.337,Painted enamel,China,https://images.metmuseum.org/CRDImages/as/mobile-large/24_80_337.JPG
Snuff bottle with stopper,Unidentified Artist,18th–19th century,"02.18.971a, b","Agate, jadeite",China,https://images.metmuseum.org/CRDImages/as/mobile-large/78162.jpg
Snuff Bottle,Unidentified Artist,Unknown Date,"14.40.442a, b",Rock crystal,China,https://images.metmuseum.org/CRDImages/as/mobile-large/14_40_442.jpg
Dish,Unidentified Artist,Unknown Date,79.2.1159,Porcelain painted in underglaze blue,China,https://images.metmuseum.org/CRDImages/as/mobile-large/79_2_1159_O1.jpg
Trefoil vase,Unidentified Artist,18th century,79.2.72,Porcelain with light green glaze (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/27971.jpg
Knife Coin,Unidentified Artist,Unknown Date,24.13.14,Bronze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP167665.jpg
Sleeve Band,Unidentified Artist,19th century,1973.182.1,"Silk, glass seed pearls,  metallic thread;  on silk",China,https://images.metmuseum.org/CRDImages/as/mobile-large/TP521A.jpg
Bowl,Unidentified Artist,Unknown Date,04.6.19,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/31637.jpg
Panel,Unidentified Artist,Unknown Date,33.40.93,Silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/92343.jpg
Valance,Unidentified Artist,19th century,1971.177.2,Cotton;  on cotton,China,https://images.metmuseum.org/CRDImages/as/mobile-large/198318.jpg
Vase,Unidentified Artist,Unknown Date,29.149.24,Porcelain decorated in underglaze blue,China,https://images.metmuseum.org/CRDImages/as/mobile-large/29_149_24_S1_sf.jpg
Cylindrical Vessel (Lien),Unidentified Artist,Unknown Date,29.100.159,Pottery,China,https://images.metmuseum.org/CRDImages/as/mobile-large/74073.jpg
Pendant,Unidentified Artist,18th century,65.86.177,Nephrite,China,https://images.metmuseum.org/CRDImages/as/mobile-large/183851.jpg
Sleeve Band,Unidentified Artist,19th century,30.75.344,Silk;  on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/79189.jpg
Recluse gazing at a waterfall,Ju Jie,1559,13.220.116,Hanging scroll; ink on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-16369-002.jpg
Landscapes and Calligraphy,Gao Fenghan,dated 1736,1981.285.8a–f,Album of six paintings; ink and color on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP161122_CRD.jpg
Rug,Unidentified Artist,19th century,08.248.9,Foundation: cotton warp and weft;  wool knotting,China,https://images.metmuseum.org/CRDImages/as/mobile-large/4784.jpg
Cup with cover,Unidentified Artist,Unknown Date,"02.18.489a, b",Jadeite,China,https://images.metmuseum.org/CRDImages/as/mobile-large/32831.jpg
River Landscape with Thirteen Inscriptions,Unidentified artist,Unknown Date,18.124.6,Handscroll; color on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP200442.jpg
Tubular drill for carving jade,Unidentified Artist,20th century,1981.296.19,Steel,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_14-28_226267.jpg
Fan Holder,Unidentified Artist,18th–19th century,30.75.866,Silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/80026.jpg
Hatchet,Unidentified Artist,Unknown Date,31.128.4,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/86151.jpg
Bowl,Unidentified Artist,12th–13th century,50.145.309,"Porcelain with glaze and copper-red splash (Jun ware)

",China,https://images.metmuseum.org/CRDImages/as/mobile-large/50_145_309_O1.jpg
Monthly flower cup (from set of twelve),Unidentified Artist,early 18th century,65.86.2,Porcelain painted in underglaze cobalt blue and overglaze polychrome enamels (Jingdezhen ware,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-24518-001.jpg
Vase,Unidentified Artist,late 18th–first half of the 19th century,79.2.121,Porcelain with crackled glaze and yellow enamel overglaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/79_2_121_O1_sf.jpg
Meiping vase,Unidentified Artist,late 17th–early 18th century,17.120.166,Porcelain with underglaze incised decoration (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/36707.jpg
Skirt,Unidentified Artist,19th century,30.75.89,"Silk, metallic thread",China,https://images.metmuseum.org/CRDImages/as/mobile-large/78730.jpg
Vessel in the Form of a Heavenly Rooster,Unidentified Artist,19th century,14.58.176,Bronze inlaid with gold and silver,China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-14_58_176_001.jpg
Hanging,Unidentified Artist,19th century,1977.390.1,Silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/212678.jpg
Ink Tablet,Unidentified Artist,Unknown Date,58.64.29,Ink,China,https://images.metmuseum.org/CRDImages/as/mobile-large/58_64_29_O1.jpg
Merry Gatherings in the Magic Jar,Gong Kai,Unknown Date,24.44,Handscroll; ink on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-13993-008_crd.jpg
Covered vase,Unidentified Artist,20th century,"65.86.173a, b",Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/183632.jpg
Medallion,Unidentified Artist,Unknown Date,30.75.813,Silk;  on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/79642.jpg
Vase with landscape and bird-and-flower scenes,Unidentified Artist,Unknown Date,14.40.291,"Porcelain painted with cobalt blue under a transparent glaze (Jingdezhen ware, Jiangxi)",China,https://images.metmuseum.org/CRDImages/as/mobile-large/20626.jpg
Sleeve Band,Unidentified Artist,19th century,30.75.605,Silk;  on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/79513.jpg
Vase,Unidentified Artist,18th century,24.80.269,Porcelain with mottled blue glaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/24_80_269.JPG
Snuff bottle with stopper,Unidentified Artist,18th–19th century,"02.18.936a, b","Rock crystal, lapis lazuli, agate",China,https://images.metmuseum.org/CRDImages/as/mobile-large/02_18_936.JPG
Portrait of a Lady,Unidentified artist,late 16th–early 17th century,51.39.1,Hanging scroll; ink and color on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/51_39_1_149649.JPG
Figure of a child,Unidentified Artist,Unknown Date,43.56.10,Baked clay,China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-43_56_10_001.jpg
Piece,Unidentified Artist,19th century,20.148.1234,Silk / Compound weave,China or Japan,https://images.metmuseum.org/CRDImages/as/mobile-large/DP14698.jpg
Figure of Luohan,Unidentified Artist,Unknown Date,30.76.90,Unglazed pottery,China,https://images.metmuseum.org/CRDImages/as/mobile-large/30_76_90_O1.jpg
River Scene,Unidentified artist,Unknown Date,47.18.67,Album leaf; ink on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP154424.jpg
Bead,Unidentified Artist,Unknown Date,1985.214.114,Glass paste over ceramic core,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1985_214_114_O1.JPG
Box of Remnants,Unidentified Artist,Unknown Date,20.38.14,"Small pieces of bronze mounting, dust of pearls and mother-of-pearl, a small piece of gold jewelry",China,https://images.metmuseum.org/CRDImages/as/mobile-large/20_38_14.jpg
Statuette,Unidentified Artist,late 19th century,"65.86.138a, b",Ivory,China,https://images.metmuseum.org/CRDImages/as/mobile-large/65_86_138_O1.jpg
Waves in the moonlight,Unidentified artist,13th century,47.18.70,Fan mounted as al album leaf; ink on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP153551.jpg
The Stone Chamber Where One Writes Exquisite Things,Jian Guzhai,late 19th–early 20th century,30.76.222,Pine soot and binding medium; inscribed in gilt,China,https://images.metmuseum.org/CRDImages/as/mobile-large/30_76_222_B.jpg
Belt buckle,Unidentified Artist,3rd–2nd century BCE,24.64.2,Bronze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/24_64_2_56099.jpg
Bowl with flowers,Unidentified Artist,19th century,09.70.4,Porcelain painted in overglaze polychrome enamels (Bencharong ware for Thai market),China,https://images.metmuseum.org/CRDImages/as/mobile-large/86860.jpg
Female attendant,Unidentified Artist,mid-7th century,2015.500.7.3,Earthenware with pigment,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP702324.jpg
Hanging,Unidentified Artist,late 18th–early 19th century,54.189.9,Silk;  on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP271344.jpg
Rank Badge,Unidentified Artist,late 18th century,30.75.968,Silk on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/79909.jpg
Luohan (Arhat),Unidentified Artist,18th century,02.18.610,Jade (nephrite),China,https://images.metmuseum.org/CRDImages/as/mobile-large/14740.jpg
Minature vase,Unidentified Artist,18th century,14.40.49,Porcelain with copper red glaze (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-14_40_49_whs-001.jpg
Saucer-Shaped Dish,Unidentified Artist,Unknown Date,02.18.515,Jadeite,China,https://images.metmuseum.org/CRDImages/as/mobile-large/32884.jpg
Meiping vase with dragons amid waves,Unidentified Artist,mid-18th century,1978.529,Porcelain painted in underglaze cobalt blue and copper red (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-14607-005.jpg
Incense box with figures,Unidentified Artist,first half of the 19th century,79.2.884,Porcelain painted in overglaze polychrome enamels and with openwork decoration (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/29689.jpg
"Rank Badge with Design of Mountains, Waves and Bats",Unidentified Artist,late 19th–early 20th century,55.157.1,"Silk, metallic thread",China,https://images.metmuseum.org/CRDImages/as/mobile-large/160081.jpg
Scabbard Slide,Unidentified Artist,4th–2nd century BCE,1985.214.104,Agate,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1985_214_104.JPG
Landscape,Chen Hongshou,mid-17th century,1989.363.126,Folding fan mounted as an album leaf; ink and color on gold paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP153876.jpg
Urn,Unidentified Artist,Unknown Date,"02.18.499a, b","Jadeite, emerald-green mingled with light gray and markings of dead oak leaf",China,https://images.metmuseum.org/CRDImages/as/mobile-large/02_18_499ab.jpg
Vase,Unidentified Artist,late 18th century,14.40.28,Porcelain with light blue glaze (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/14_40_28_O1.jpg
Hanging,Unidentified Artist,late 18th–early 19th century,56.178,Silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/162470.jpg
Flower Pot,Unidentified Artist,13th–14th century,45.42.5,"Stoneware with variegated glaze (""numbered Jun"" ware)",China,https://images.metmuseum.org/CRDImages/as/mobile-large/134057.jpg
"Cup with Floral Scrolls

",Unidentified Artist,late 12th century,24.208.3,"Silver with chased and repoussé decoration

",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-16195-002.jpg
Dish with floral patterns,Unidentified Artist,late 17th–early 18th century,79.2.411,Porcelain painted in underglaze cobalt blue (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/28199.jpg
"Dish with Rooster, Hen, and Chickens",Unidentified Artist,18th century,79.2.577,Porcelain painted with colored enamel over transparent glaze (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-79_2_577_001.jpg
Applique,Unidentified Artist,late 19th–early 20th century,55.158.3,Silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/160077.jpg
Vase,Unidentified Artist,early 19th century,91.1.1193,Glass,China,https://images.metmuseum.org/CRDImages/as/mobile-large/91_1_1193_O1.jpg
Saucer with floral pattern,Unidentified Artist,19th century,09.70.43,Porcelain painted in overglaze polychrome enamels (Bencharong ware for Thai market),China,https://images.metmuseum.org/CRDImages/as/mobile-large/86651.jpg
"The Qianlong Emperor&#39;s Southern Inspection Tour, Scroll Four: The Confluence of the Huai and Yellow Rivers (Qianlong nanxun, juan si: Huang Huai jiaoliu)",Xu Yang,dated 1770,1984.16a–c,"Handscroll; ink and color on silk, lacquer box",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP105279_CRD.jpg
Snuff Bottle,Unidentified Artist,Unknown Date,1993.386.17,Porcelain painted in underglaze blue,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1993_386_17_O1_sf.jpg
Cup,Unidentified Artist,Unknown Date,79.2.871,Porcelain with incised decoration under colored glazes,China,https://images.metmuseum.org/CRDImages/as/mobile-large/79_2_871_O1_sf.jpg
Sleeve Band,Unidentified Artist,19th century,30.75.491,"Silk, metallic thread;  on silk",China,https://images.metmuseum.org/CRDImages/as/mobile-large/78916.jpg
A Tang Palace,Qiu Ying,Unknown Date,12.134.8,Hanging scroll; ink and color on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/13890.jpg
Grain serving vessel (Gui),Unidentified Artist,11th–10th century BCE,1978.526.2,Bronze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP164933.jpg
Double gourd bottle with immortals,Unidentified Artist,16th century,61.200.14,Porcelain with openwork decoration and polychrome enamels (Jingdezhen fahua ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/61_200_14_O1_sf.jpg
Head of Bodhisattva,Unidentified Artist,ca. 6th–7th century (?),47.18.61,Pigments on mud plaster,China (Xinjiang Uyghur Autonomous Region),https://images.metmuseum.org/CRDImages/as/mobile-large/DP355133.jpg
Bottle,Unidentified Artist,late 16th–early 17th century,19.95.6,Porcelain painted in underglaze cobalt blue (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/19_95_6_O1.jpg
"Yellow Roses and Bees, Pink Roses and Wasps",Unidentified artist,Unknown Date,47.18.5,Handscroll; ink and color on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP202099_CRD.jpg
"Dufu&#39;s ""Ballad of the Old Cypress""",Unidentified artist,20th century,"1977.375.54a, b",Ink on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-1977_375_54_at-001.jpg
