Title,Artist,Creation_Date,Accession_Number,Art_Type,Culture,Image,Museum
Cylindrical Container with Cover (Lian),Unknown,100 BC- 100,1972.44.b,Metalwork,"China, Han dynasty (202 BC-AD 220)",https://openaccess-cdn.clevelandart.org/1972.44.b/1972.44.b_web.jpg,Cleveland Art Museum
Mirror with Six Circular Flowers,Unknown,600s,1995.341,Metalwork,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1995.341/1995.341_web.jpg,Cleveland Art Museum
"Lobed Mirror with a Tortoise Knob, a Musician, and a Phoenix",Unknown,late 700s,1995.369,Metalwork,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1995.369/1995.369_web.jpg,Cleveland Art Museum
Mirror with Lotus and Mantra,Unknown,1271–1368,1999.221,Metalwork,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1999.221/1999.221_web.jpg,Cleveland Art Museum
Cruciform Mirror with Six Blossoms,Unknown,960–1127,1999.222,Metalwork,"China, Northern Song dynasty (960-1127)",https://openaccess-cdn.clevelandart.org/1999.222/1999.222_web.jpg,Cleveland Art Museum
White-Robed Guanyin,"Jueji Yongzhong (Chinese, active around 1300)",late 1200s–early 1300s,1978.47.1,Painting,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1978.47.1/1978.47.1_web.jpg,Cleveland Art Museum
Lotus Petal Vase,Unknown,1662–1722,1942.668.1,Ceramic,"China, Jiangxi province, Jingdezhen, Qing dynasty (1644-1911), Kangxi period (1662-1722)",https://openaccess-cdn.clevelandart.org/1942.668.1/1942.668.1_web.jpg,Cleveland Art Museum
Bulb Bowl,Unknown,early 1400s,1957.33,Ceramic,"China, Henan province, Yuxian, Juntai, Ming dynasty (1368-1644)",https://openaccess-cdn.clevelandart.org/1957.33/1957.33_web.jpg,Cleveland Art Museum
Pair of Blue Bottle Vases,Unknown,1736–95,1940.694,Ceramic,"China, Qing dynasty (1644-1911), Qianlong mark and reign (1736-95)",https://openaccess-cdn.clevelandart.org/1940.694/1940.694_web.jpg,Cleveland Art Museum
Blue Bottle Vase,Unknown,1736–95,1940.694.1,Ceramic,"China, Qing dynasty (1644-1911), Qianlong mark and reign (1736-95)",https://openaccess-cdn.clevelandart.org/1940.694.1/1940.694.1_web.jpg,Cleveland Art Museum
Blue Bottle Vase,Unknown,1736–95,1940.694.2,Ceramic,"China, Qing dynasty (1644-1911), Qianlong mark and reign (1736-95)",https://openaccess-cdn.clevelandart.org/1940.694.2/1940.694.2_web.jpg,Cleveland Art Museum
Bottle-Shaped Vase,Unknown,1796–1820,1944.151,Ceramic,"China, Qing dynasty (1644-1911), Jiaqing reign (1796-1820)",https://openaccess-cdn.clevelandart.org/1944.151/1944.151_web.jpg,Cleveland Art Museum
"""Mandarin Chain"" Bead Necklace",Unknown,1800s,1945.167,Jewelry,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1945.167/1945.167_web.jpg,Cleveland Art Museum
Lady Holding a Vase,Unknown,1100s–1200s,1957.56,Ceramic,"China, Northern Song dynasty (960-1127) - Jin dynasty (1115-1234)",https://openaccess-cdn.clevelandart.org/1957.56/1957.56_web.jpg,Cleveland Art Museum
Album of Landscape Paintings Illustrating Old Poems: Boy Tending a Water Buffalo,"Hua Yan (Chinese, 1682–c. 1765)",1745,1982.68.12,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1982.68.12/1982.68.12_web.jpg,Cleveland Art Museum
Jar with Dragons Pursuing Flaming Jewels,Unknown,1522–66,1989.291,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Ming dynasty (1368-1644), Jiajing mark and reign (1522-66)",https://openaccess-cdn.clevelandart.org/1989.291/1989.291_web.jpg,Cleveland Art Museum
"Mirror with Handle, Decorated with ""Double Happiness"" and Five Bats","Tang Wanheng (Chinese, active c. 1800)",c. 1800,1995.401,Metalwork,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1995.401/1995.401_web.jpg,Cleveland Art Museum
Tripod (Ding),Unknown,1000s BC,2003.2,Metalwork,"China, early Western Zhou dynasty (c. 1046-771 BC)",https://openaccess-cdn.clevelandart.org/2003.2/2003.2_web.jpg,Cleveland Art Museum
Yang Guifei Leaving the Bath,Unknown,1700s,2017.65,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/2017.65/2017.65_web.jpg,Cleveland Art Museum
Blue-and-White Dish with inscription,Unknown,1662–1722,2019.176,Ceramic,"China, Qing dynasty (1644-1911), Kangxi period (1662-1722)",https://openaccess-cdn.clevelandart.org/2019.176/2019.176_web.jpg,Cleveland Art Museum
Pair of Qingbai Ware Bowls with Covers,Unknown,1100s–1200s,2020.173,Ceramic,"South China, Southern Song dynasty (1127–1279)",https://openaccess-cdn.clevelandart.org/2020.173/2020.173_web.jpg,Cleveland Art Museum
Qingbai Ware Bowl with Cover,Unknown,1100s–1200s,2020.173.1,Ceramic,"South China, Southern Song dynasty (1127–1279)",https://openaccess-cdn.clevelandart.org/2020.173.1/2020.173.1_web.jpg,Cleveland Art Museum
Qingbai Ware Bowl,Unknown,1100s–1200s,2020.173.1.a,Ceramic,"South China, Southern Song dynasty (1127–1279)",https://openaccess-cdn.clevelandart.org/2020.173.1.a/2020.173.1.a_web.jpg,Cleveland Art Museum
Cover for a Qingbai Ware Bowl,Unknown,1100s–1200s,2020.173.1.b,Ceramic,"South China, Southern Song dynasty (1127–1279)",https://openaccess-cdn.clevelandart.org/2020.173.1.b/2020.173.1.b_web.jpg,Cleveland Art Museum
Qingbai Ware Bowl with Cover,Unknown,1100s–1200s,2020.173.2,Ceramic,"South China, Southern Song dynasty (1127–1279)",https://openaccess-cdn.clevelandart.org/2020.173.2/2020.173.2_web.jpg,Cleveland Art Museum
Qingbai Ware Bowl,Unknown,1100s–1200s,2020.173.2.a,Ceramic,"South China, Southern Song dynasty (1127–1279)",https://openaccess-cdn.clevelandart.org/2020.173.2.a/2020.173.2.a_web.jpg,Cleveland Art Museum
Cover for a Qingbai Ware Bowl,Unknown,1100s–1200s,2020.173.2.b,Ceramic,"South China, Southern Song dynasty (1127–1279)",https://openaccess-cdn.clevelandart.org/2020.173.2.b/2020.173.2.b_web.jpg,Cleveland Art Museum
Black-Glazed Teabowl with Incised Characters (供御) for “Imperial Tribute”,Unknown,1100s–1200s,2020.175,Ceramic,"China, Fujian Province, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2020.175/2020.175_web.jpg,Cleveland Art Museum
Bowl with Carved Design,Unknown,1100s–1200s,2020.182,Ceramic,"South China, Southern Song dynasty (1127–1279)",https://openaccess-cdn.clevelandart.org/2020.182/2020.182_web.jpg,Cleveland Art Museum
Large Bowl with Molded Decoration,Unknown,1300s–1400s,2020.188,Ceramic,"China, Zhejiang province, Longquan kilns, Ming dynasty (1368-1644)",https://openaccess-cdn.clevelandart.org/2020.188/2020.188_web.jpg,Cleveland Art Museum
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 1,Unknown,1200s,2004.1.1,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.1/2004.1.1_web.jpg,Cleveland Art Museum
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 11,Unknown,1200s,2004.1.11,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.11/2004.1.11_web.jpg,Cleveland Art Museum
"Dish with Dragons, Pomegranates, and Peaches",Unknown,1662–1722,1930.313,Ceramic,"China, Jiangxi province, Jingdezhen, Qing dynasty (1644-1911), Kangxi mark and period (1662-1722)",https://openaccess-cdn.clevelandart.org/1930.313/1930.313_web.jpg,Cleveland Art Museum
Vase with Peaches,Unknown,1736–95,1944.184.1,Ceramic,"China, Jiangxi province, Jingdezhen, Qing dynasty (1644-1911), Qianlong mark and period (1736-1795)",https://openaccess-cdn.clevelandart.org/1944.184.1/1944.184.1_web.jpg,Cleveland Art Museum
Pair of Bowls with Xiwangmu and Attendants,Unknown,1662–1722,1964.218,Ceramic,"China, Jiangxi province, Jingdezhen, Qing dynasty (1644-1911), Kangxi reign (1662-1722), but Chenghua mark (1465-87)",https://openaccess-cdn.clevelandart.org/1964.218/1964.218_web.jpg,Cleveland Art Museum
Bowl with Xiwangmu and Attendants,Unknown,1662–1722,1964.218.1,Ceramic,"China, Jiangxi province, Jingdezhen, Qing dynasty (1644-1911), Kangxi reign (1662-1722), but Chenghua mark (1465-87)",https://openaccess-cdn.clevelandart.org/1964.218.1/1964.218.1_web.jpg,Cleveland Art Museum
Waterpot with Ram's Head Spout,Unknown,1700s,1964.238,Jade,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1964.238/1964.238_web.jpg,Cleveland Art Museum
Dice Bowl,Unknown,1426–35,1989.287,Ceramic,"China, Jiangxi province, Jingdezhen, Ming dynasty (1368-1644), Xuande mark and period (1426-1435)",https://openaccess-cdn.clevelandart.org/1989.287/1989.287_web.jpg,Cleveland Art Museum
Square Covered Box with Hundred Antiquities (lid),Unknown,1723–35,1989.309.b,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Qing dynasty (1644-1911), Yongzheng mark and reign (1723-35)",https://openaccess-cdn.clevelandart.org/1989.309.b/1989.309.b_web.jpg,Cleveland Art Museum
Mirror with Serpentine Interlaces and Angular Meanders,Unknown,c. 325–275 BC,1995.270,Metalwork,"China, Warring States period (475-221 BC)",https://openaccess-cdn.clevelandart.org/1995.270/1995.270_web.jpg,Cleveland Art Museum
"Lobed Mirror with Paired Phoenixes, a Nestling Bird, and a Lotus Blossom",Unknown,700s,1995.346,Metalwork,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1995.346/1995.346_web.jpg,Cleveland Art Museum
Mirror with Twin Dragons and Lotus Blossoms,Unknown,1338,1995.388,Metalwork,"China, Shanxi province, Hezhong, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1995.388/1995.388_web.jpg,Cleveland Art Museum
Clip for Paper with Sage Seated Under a Pine,"Pu Zhongqian (Chinese, active 1600s)",1600s or 1700s,1977.8,Wood,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1977.8/1977.8_web.jpg,Cleveland Art Museum
"Portrait of Priest Dazhi (1048–1116), the Master of Law",Unknown,1100s,1974.29,Painting,"China, Jin dynasty (1115-1234)",https://openaccess-cdn.clevelandart.org/1974.29/1974.29_web.jpg,Cleveland Art Museum
Album of Miscellaneous Subjects,"Min Zhen (Chinese, 1730-after 1788)",1788,1985.71,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1985.71/1985.71_web.jpg,Cleveland Art Museum
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 14,Unknown,1200s,2004.1.14,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.14/2004.1.14_web.jpg,Cleveland Art Museum
Mount Hua,"Tang Yin (Chinese, 1470–1523)",1506,1969.116,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1969.116/1969.116_web.jpg,Cleveland Art Museum
Poetic Feeling in a Thatched Pavilion,"Wu Zhen (Chinese, 1280–1354)",1347,1963.259,Painting,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1963.259/1963.259_web.jpg,Cleveland Art Museum
Album of Miscellaneous Subjects,"Fan Qi (Chinese, 1616-aft 1694)",early 1650s,1975.22,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1975.22/1975.22_web.jpg,Cleveland Art Museum
"The Bodhisattvas of the Ten Stages in Attaining the Most Perfect Knowledge; The Eight Hosts of Deva, Naga, and Yakshi",Unknown,1454,1973.70,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1973.70/1973.70_web.jpg,Cleveland Art Museum
Buckle,Unknown,1900s,1947.610,Jewelry,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1947.610/1947.610_web.jpg,Cleveland Art Museum
Fragment of Bodhisattva Head,Unknown,possibly AD 400s–600s,1997.116,Sculpture,"China, possibly Yungang ?",https://openaccess-cdn.clevelandart.org/1997.116/1997.116_web.jpg,Cleveland Art Museum
Set of Headdress Ornaments,Unknown,1700s or 1800s,2001.179,Jewelry,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/2001.179/2001.179_web.jpg,Cleveland Art Museum
Headdress Ornament,Unknown,1700s or 1800s,2001.179.1,Jewelry,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/2001.179.1/2001.179.1_web.jpg,Cleveland Art Museum
Headdress Ornament,Unknown,1800s–1900s,2001.179.10,Jewelry,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/2001.179.10/2001.179.10_web.jpg,Cleveland Art Museum
Headdress Ornament,Unknown,1800s–1900s,2001.179.2,Jewelry,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/2001.179.2/2001.179.2_web.jpg,Cleveland Art Museum
Headdress Ornament,Unknown,1800s–1900s,2001.179.7,Jewelry,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/2001.179.7/2001.179.7_web.jpg,Cleveland Art Museum
Small Dish with Yellow Monochrome Glaze,Unknown,1723–35,2003.260,Ceramic,"China, Qing dynasty (1644-1911), Yongzheng mark and reign (1723-35)",https://openaccess-cdn.clevelandart.org/2003.260/2003.260_web.jpg,Cleveland Art Museum
Teabowl with Tortoiseshell Glaze,Unknown,1100s–1200s,2020.177,Ceramic,"China, Jiangxi Province, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2020.177/2020.177_web.jpg,Cleveland Art Museum
Pair of Owl-shaped Jars,Unknown,206 BC–AD 9,2020.178,Ceramic,"China, Henan province, Western Han dynasty (206 BC–AD 9)",https://openaccess-cdn.clevelandart.org/2020.178/2020.178_web.jpg,Cleveland Art Museum
Owl-shaped Jar,Unknown,206 BC–AD 9,2020.178.1,Ceramic,"China, Henan province, Western Han dynasty (206 BC–AD 9)",https://openaccess-cdn.clevelandart.org/2020.178.1/2020.178.1_web.jpg,Cleveland Art Museum
Owl-shaped Jar,Unknown,206 BC–AD 9,2020.178.2,Ceramic,"China, Henan province, Western Han dynasty (206 BC–AD 9)",https://openaccess-cdn.clevelandart.org/2020.178.2/2020.178.2_web.jpg,Cleveland Art Museum
Yellow-Glazed Bowl,Unknown,1505–21,2020.180,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Ming dynasty (1368–1644), Zhengde mark and reign (1505–21)",https://openaccess-cdn.clevelandart.org/2020.180/2020.180_web.jpg,Cleveland Art Museum
Bowl with Carved Lotus Design,Unknown,1100s–1300s,2020.181,Ceramic,"China, Southern Song (1127–1279) to Yuan dynasty (1279–1368)",https://openaccess-cdn.clevelandart.org/2020.181/2020.181_web.jpg,Cleveland Art Museum
Globular Jar with Four Loops,Unknown,960–1279,2020.184,Ceramic,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2020.184/2020.184_web.jpg,Cleveland Art Museum
White-Glazed Jar with Hidden Design,Unknown,1500s–1600s,2020.185,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Ming dynasty (1368-1644)",https://openaccess-cdn.clevelandart.org/2020.185/2020.185_web.jpg,Cleveland Art Museum
Ding Ware Bowl of the Xing Type with Bi-Disc Foot,Unknown,907–60,2020.186,Ceramic,"China, Henan province, Gongxian kilns, Five dynasties (907–60)",https://openaccess-cdn.clevelandart.org/2020.186/2020.186_web.jpg,Cleveland Art Museum
The Bodhisattvas of the Ten Stages in Attaining the Most Perfect Knowledge,Unknown,1454,1973.70.1,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1973.70.1/1973.70.1_web.jpg,Cleveland Art Museum
"Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 12
",Unknown,1200s,2004.1.12,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.12/2004.1.12_web.jpg,Cleveland Art Museum
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 15,Unknown,1200s,2004.1.15,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.15/2004.1.15_web.jpg,Cleveland Art Museum
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 16,Unknown,1200s,2004.1.16,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.16/2004.1.16_web.jpg,Cleveland Art Museum
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 20,Unknown,1200s,2004.1.20,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.20/2004.1.20_web.jpg,Cleveland Art Museum
The Second Coming of the Fifth Patriarch,"Yintuoluo (Chinese, c. 1285-c. 1355)",c. mid-1300s,1967.211,Painting,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1967.211/1967.211_web.jpg,Cleveland Art Museum
Standing Horse,Unknown,206 BC–AD 220,1977.57,Sculpture,"China, Han dynasty (202 BC-AD 220)",https://openaccess-cdn.clevelandart.org/1977.57/1977.57_web.jpg,Cleveland Art Museum
Scepter (Gui) with Miscellaneous Poems by Tao Qian (AD 365-427),Unknown,1122 or later,1960.278,Jade,"China, Possibly Qing dynasty (1644-1911), Qianlong period (1736-1795)",https://openaccess-cdn.clevelandart.org/1960.278/1960.278_web.jpg,Cleveland Art Museum
Bowl with Peony Sprays on Diaper Ground (exterior); Chrysanthemum Sprays (interior),Unknown,1736–1795,1964.204.1,Ceramic,"China, Jiangxi province, Jingdezhen, Qing dynasty (1644-1911), Qianlong mark and reign (1736-1795)",https://openaccess-cdn.clevelandart.org/1964.204.1/1964.204.1_web.jpg,Cleveland Art Museum
Bowl with Peony Sprays on Diaper Ground (exterior); Chrysanthemum Sprays (interior),Unknown,1736–1795,1964.204.2,Ceramic,"China, Jiangxi province, Jingdezhen, Qing dynasty (1644-1911), Qianlong mark and reign (1736-1795)",https://openaccess-cdn.clevelandart.org/1964.204.2/1964.204.2_web.jpg,Cleveland Art Museum
Caparisoned Elephant,Unknown,c. 1000s,1980.24,Sculpture,"China, Liao dynasty (916-1125)",https://openaccess-cdn.clevelandart.org/1980.24/1980.24_web.jpg,Cleveland Art Museum
Ewer,Unknown,700–750,1987.148,Ceramic,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1987.148/1987.148_web.jpg,Cleveland Art Museum
Funerary Urn (Hunping),Unknown,late 200s,1988.21,Ceramic,"China, Western Jin dynasty (265-316)",https://openaccess-cdn.clevelandart.org/1988.21/1988.21_web.jpg,Cleveland Art Museum
Vase with Peonies and Five Spouts,Unknown,900s–1000s,1989.270,Ceramic,"China, Zhejiang province, Hangzhou, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1989.270/1989.270_web.jpg,Cleveland Art Museum
Covered Jar with Carved Lotus Petals,Unknown,386–581,2017.16,Ceramic,"China, Northern Dynasties period (386-581)",https://openaccess-cdn.clevelandart.org/2017.16/2017.16_web.jpg,Cleveland Art Museum
Covered Jar with Carved Lotus Petals,Unknown,386–581,2017.16.a,Ceramic,"China, Northern Dynasties period (386-581)",https://openaccess-cdn.clevelandart.org/2017.16.a/2017.16.a_web.jpg,Cleveland Art Museum
Covered Jar with Carved Lotus Petals (lid),Unknown,386–581,2017.16.b,Ceramic,"China, Northern Dynasties period (386-581)",https://openaccess-cdn.clevelandart.org/2017.16.b/2017.16.b_web.jpg,Cleveland Art Museum
Section of a Dharani Pillar,Unknown,618–907,1929.983,Sculpture,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1929.983/1929.983_web.jpg,Cleveland Art Museum
Hexagonal Flower Pot,Unknown,1300s–1400s,1942.661.1,Ceramic,"China, Henan province, Yuxian, Juntai, Ming dynasty (1368-1644)",https://openaccess-cdn.clevelandart.org/1942.661.1/1942.661.1_web.jpg,Cleveland Art Museum
Side Table with Everted Ends,Unknown,late 1500s–1600s,1955.42,Furniture and woodwork,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1955.42/1955.42_web.jpg,Cleveland Art Museum
